AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,PersonID,Occupation,Address,CriminalProfileID,GangID,IsRepeatOffender
239,1833,Madhav Mann,61,M,A1,Vendor,"12/60
Date Road, Mysuru, Karnataka",,,False
240,1833,Nakul Rattan,44,M,A2,Mechanic,"253, Suri Marg, Kalaburagi, Karnataka",CP00025,,True
241,1833,Krish Sachdeva,42,M,A3,Unskilled Worker,"11
Varma Marg, Mysuru, Karnataka",,,False
242,1833,Qarin Sha,68,M,A4,Auto Driver,"H.No. 90
Shanker Zila, Mysuru, Karnataka",,,False
243,1833,Azad Warrior,65,M,A5,Mechanic,"637
Naidu Road, Mysuru, Karnataka",,,False
244,2231,Om De,64,M,A1,Auto Driver,"H.No. 00
Sharaf Zila, Koppal, Karnataka",,,False
245,2231,David Dugar,47,M,A2,Contractor,"06
Deo Ganj, Koppal, Karnataka",,,False
246,2231,Fariq Mahal,68,M,A3,Vendor,"54/152, Randhawa Nagar, Koppal, Karnataka",,,False
247,1273,Jackson Sanghvi,36,M,A1,Government Employee,"10/371, Kara Street, Gadag, Karnataka",,,False
248,3990,Aayush Anand,61,M,A1,Daily Wage Labourer,"H.No. 627
Karnik Zila, Bengaluru Urban, Karnataka",,,False
249,2500,Imaran Devi,65,M,A1,Private Employee,"H.No. 115
Mistry Path, Chikkamagaluru, Karnataka",CP00031,,True
250,2500,Rayaan Deol,37,M,A2,Shopkeeper,"H.No. 890, Gala, Chikkamagaluru, Karnataka",,,False
251,2994,Luke Sampath,16,M,A1,Shopkeeper,"H.No. 32
Savant Marg, Raichur, Karnataka",CP00077,,True
252,2994,Caleb Chaudhry,58,M,A2,Delivery Agent,"H.No. 965, Murty Marg, Raichur, Karnataka",,,False
253,2994,Jatin Malhotra,66,M,A3,Student,"899, Mane, Raichur, Karnataka",,,False
254,4389,Devansh Soman,57,M,A1,Private Employee,"43/898, Ramanathan Ganj, Davanagere, Karnataka",CP00048,,True
255,3849,Avi Khatri,39,M,A1,Farmer,"13
Bobal Chowk, Udupi, Karnataka",,,False
256,3330,Victor Yadav,67,M,A1,Auto Driver,"H.No. 52, Salvi Marg, Belagavi, Karnataka",CP00013,,True
257,3204,Gabriel Sinha,26,M,A1,Vendor,"H.No. 910, Kale Road, Yadgir, Karnataka",,,False
258,1552,Yashodhara Solanki,58,F,A1,Shopkeeper,"H.No. 684, Sagar Circle, Chikballapur, Karnataka",CP00139,,True
259,1552,Samuel Bakshi,14,M,A2,Student,"61/889
Mall Street, Chikballapur, Karnataka",CP00113,,True
260,3569,Kalpit Jayaraman,52,M,A1,Construction Worker,"H.No. 18, Dugal Ganj, Gadag, Karnataka",CP00087,,True
261,3569,Rohan Bhatti,24,M,A2,Private Employee,"63/031
D’Alia Marg, Gadag, Karnataka",,,False
262,356,Baghyawati More,38,F,A1,Private Employee,"H.No. 020, Taneja Street, Belagavi, Karnataka",,,False
263,1077,Kai Ganesan,36,M,A1,Unemployed,"410
Sanghvi Path, Belagavi, Karnataka",,,False
264,1077,Azad Lall,60,M,A2,Delivery Agent,"78, Bhakta Path, Belagavi, Karnataka",,,False
265,1099,Fiyaz Pillai,59,M,A1,Daily Wage Labourer,"H.No. 19, Kari Zila, Belagavi, Karnataka",,,False
266,1032,Anthony Arora,58,M,A1,Auto Driver,"H.No. 756, Gola Street, Tumakuru, Karnataka",,,False
267,1032,Shaurya Kapur,18,M,A2,Contractor,"654
Pradhan Zila, Tumakuru, Karnataka",,,False
268,3324,Zayan Ben,41,M,A1,Shopkeeper,"806, Shroff Zila, Vijayapura, Karnataka",,,False
269,2657,Nimrat Narang,43,F,A1,Delivery Agent,"70/53, Modi Road, Hassan, Karnataka",,,False
270,2657,Orinder Lalla,39,M,A2,Security Guard,"59, Hayre Chowk, Hassan, Karnataka",CP00012,,True
271,2657,Hitesh Zacharia,46,M,A3,Vendor,"060, Pal Ganj, Hassan, Karnataka",CP00050,,True
272,2657,Ranveer Chatterjee,14,M,A4,Student,"H.No. 06, Chawla Road, Hassan, Karnataka",CP00011,,True
273,4804,Jagat Saini,50,M,A1,Construction Worker,"H.No. 241
Kata Nagar, Mysuru, Karnataka",,,False
274,2905,Quincy Shanker,66,M,A1,Auto Driver,"18/26, Bhatia Zila, Belagavi, Karnataka",,,False
275,799,Dhruv Khalsa,33,M,A1,Auto Driver,"H.No. 56
Nadkarni Path, Tumakuru, Karnataka",,,False
276,466,Laban Kaur,60,M,A1,Shopkeeper,"291, Cherian Street, Bengaluru Rural, Karnataka",,,False
277,3949,Robert Lanka,65,M,A1,Mechanic,"75, Dara Marg, Uttara Kannada, Karnataka",CP00076,,True
278,3949,Hemang Seth,26,M,A2,Mechanic,"41
Dugar Zila, Uttara Kannada, Karnataka",,,False
279,328,Anmol Kale,45,M,A1,Mechanic,"135
Varghese Marg, Ramanagara, Karnataka",,,False
280,4073,Mason Lad,49,M,A1,Unskilled Worker,"H.No. 678, Krish Circle, Ballari, Karnataka",,,False
281,746,Vihaan Chaudry,28,M,A1,Mechanic,"H.No. 003, Hora Street, Udupi, Karnataka",,,False
282,2255,Quincy Chad,18,M,A1,Student,"H.No. 013
Dave Chowk, Ballari, Karnataka",,,False
283,2255,Vincent Bedi,61,M,A2,Private Employee,"H.No. 10, Bedi Chowk, Ballari, Karnataka",CP00149,,True
284,2255,Tarak Rana,20,M,A3,Security Guard,"H.No. 662
Kala Path, Ballari, Karnataka",,,False
285,71,Laksh Mammen,70,M,A1,Auto Driver,"099
Korpal, Dharwad, Karnataka",,,False
286,1576,Zaid Sabharwal,32,M,A1,Daily Wage Labourer,"H.No. 146
Saini Street, Bengaluru Urban, Karnataka",,,False
287,830,Jeet Bahl,37,M,A1,Government Employee,"57/875
Thakkar, Belagavi, Karnataka",,,False
288,1052,Rishi Madan,65,M,A1,Student,"H.No. 593, Mand Nagar, Haveri, Karnataka",,,False
289,3663,Warinder Wagle,30,M,A1,Student,"32/13
Lata Ganj, Udupi, Karnataka",,,False
290,4992,Imaran Rama,62,M,A1,Unemployed,"239
Parmer Path, Kalaburagi, Karnataka",,,False
291,1287,Patrick Dhar,64,M,A1,Delivery Agent,"84, Swaminathan Street, Dakshina Kannada, Karnataka",,,False
292,290,Chakradev Bhalla,27,M,A1,Mechanic,"30/87, Narula Nagar, Mysuru, Karnataka",,,False
293,3351,Eiravati Oak,23,F,A1,Farmer,"H.No. 00, Dhar Street, Udupi, Karnataka",,,False
294,3351,Qabil Bora,58,M,A2,Vendor,"69/154
Deshpande Path, Udupi, Karnataka",,,False
295,3351,Tejas Sur,54,M,A3,Daily Wage Labourer,"895
Gill Ganj, Udupi, Karnataka",,,False
296,1545,Mitesh Menon,65,M,A1,Government Employee,"096, Bali, Dakshina Kannada, Karnataka",,,False
297,1545,Nathan Kant,35,M,A2,Student,"25, Khanna Zila, Dakshina Kannada, Karnataka",,,False
298,1545,Nathaniel Ganesh,30,M,A3,Private Employee,"57/043, Bir Ganj, Dakshina Kannada, Karnataka",,,False
299,1545,Kabir Chokshi,55,M,A4,Farmer,"H.No. 676, Sachdev Street, Dakshina Kannada, Karnataka",,,False
300,3907,Saanvi Panchal,31,F,A1,Unskilled Worker,"H.No. 793
Seth Street, Chikballapur, Karnataka",,,False
301,1734,Vivaan Wadhwa,64,M,A1,Delivery Agent,"H.No. 405, Cheema Road, Belagavi, Karnataka",CP00035,GNG0009,True
302,905,Samar Sunder,65,M,A1,Contractor,"H.No. 26, Borde Street, Chamarajanagar, Karnataka",CP00073,,True
303,905,Triya Hayer,21,F,A2,Daily Wage Labourer,"H.No. 99, Balasubramanian Chowk, Bagalkot, Karnataka",CP00145,,True
304,2073,Fitan Saraf,43,M,A1,Unskilled Worker,"H.No. 153, Rout Ganj, Chamarajanagar, Karnataka",,,False
305,3184,Finn Shere,17,M,A1,Private Employee,"44/310
Swaminathan Marg, Bengaluru Urban, Karnataka",CP00022,,True
306,1938,Avi Patel,61,M,A1,Auto Driver,"14, Srinivasan, Dakshina Kannada, Karnataka",,,False
307,2619,Chanakya Bal,22,M,A1,Construction Worker,"417, Morar Zila, Hassan, Karnataka",,,False
308,486,Sarthak Bhatia,20,M,A1,Daily Wage Labourer,"74
Ram Zila, Raichur, Karnataka",CP00163,,True
309,711,Qasim Raj,64,M,A1,Vendor,"704
Shroff Chowk, Bengaluru Urban, Karnataka",,,False
310,4946,Isaiah Luthra,29,M,A1,Mechanic,"115, Sachdev Circle, Raichur, Karnataka",,,False
311,3963,David Mital,66,M,A1,Self-Employed,"06/86, Soman Circle, Mandya, Karnataka",CP00131,GNG0004,True
312,3963,Wazir Mistry,35,M,A2,Vendor,"08, Varughese, Bidar, Karnataka",,,False
313,3963,Darpan Sen,30,M,A3,Student,"332, Sampath Nagar, Bidar, Karnataka",,,False
314,4810,Teerth Jaggi,40,M,A1,Self-Employed,"45/11, Ranganathan Marg, Tumakuru, Karnataka",,,False
315,4810,Lakshit Venkatesh,49,M,A2,Contractor,"H.No. 998
Chowdhury Marg, Tumakuru, Karnataka",,,False
316,3150,Falan Divan,38,M,A1,Student,"H.No. 914, Padmanabhan Circle, Dharwad, Karnataka",,,False
317,2770,Kevin Rajagopal,40,M,A1,Student,"97/02
Rau Road, Belagavi, Karnataka",,,False
318,3429,Sai Barad,70,M,A1,Daily Wage Labourer,"H.No. 30
Luthra Chowk, Kodagu, Karnataka",,,False
319,1604,Aishani Nazareth,29,F,A1,Shopkeeper,"H.No. 47
Kari Zila, Mysuru, Karnataka",,,False
320,1604,Mason Savant,38,M,A2,Contractor,"H.No. 69
Guha Zila, Mysuru, Karnataka",,,False
321,1604,Jagvi Ray,19,F,A3,Contractor,"50/82
Mukhopadhyay Zila, Mysuru, Karnataka",,,False
322,3516,Ekansh Viswanathan,69,M,A1,Self-Employed,"330, Bali Ganj, Ballari, Karnataka",,,False
323,3978,Ranveer Chatterjee,14,M,A1,Student,"H.No. 534
Shetty Path, Hassan, Karnataka",CP00011,,True
324,508,Bhavya Narayanan,67,F,A1,Government Employee,"10/357
Sehgal, Bagalkot, Karnataka",CP00130,GNG0008,True
325,1327,Kiaan Dutta,43,M,A1,Farmer,"98, Padmanabhan Path, Kolar, Karnataka",CP00115,,True
326,3095,Kai Chana,45,M,A1,Self-Employed,"H.No. 602
Kala, Mandya, Karnataka",,,False
327,610,Isaiah Jhaveri,57,M,A1,Contractor,"68/007
Ghose Street, Kolar, Karnataka",,,False
328,4642,Isaac Krishnan,62,M,A1,Delivery Agent,"46/657
Kamdar Road, Gadag, Karnataka",,,False
329,4203,Nidhi Verma,20,F,A1,Shopkeeper,"10/85
Mandal Circle, Belagavi, Karnataka",,,False
330,4203,Chatura Subramaniam,69,M,A2,Student,"H.No. 45, Lal Road, Belagavi, Karnataka",,,False
331,4203,Girindra Doctor,24,M,A3,Self-Employed,"H.No. 965, Bal Street, Belagavi, Karnataka",,,False
332,2299,Manbir Lad,23,M,A1,Government Employee,"60
Gupta, Bagalkot, Karnataka",,,False
333,1973,Indrajit Warrior,34,M,A1,Farmer,"58/428
Memon Street, Uttara Kannada, Karnataka",,,False
334,305,Warinder Dave,28,M,A1,Security Guard,"82/513
Kapoor Path, Belagavi, Karnataka",,,False
335,1200,Shivansh Narula,48,M,A1,Student,"H.No. 94
Dalal Chowk, Uttara Kannada, Karnataka",,,False
336,4123,Avni Bobal,22,F,A1,Government Employee,"816
Misra Circle, Uttara Kannada, Karnataka",,,False
337,4275,Avi Dora,56,M,A1,Self-Employed,"569, Dhar Chowk, Yadgir, Karnataka",,,False
338,4275,Gautam Buch,45,M,A2,Shopkeeper,"H.No. 25
Agrawal Nagar, Yadgir, Karnataka",,,False
339,2358,Robert Lanka,65,M,A1,Construction Worker,"H.No. 32
Dutt, Uttara Kannada, Karnataka",CP00076,,True
340,2048,Chaitanya Dayal,60,M,A1,Delivery Agent,"66/676
Barad Nagar, Shivamogga, Karnataka",,,False
341,55,Rachit Atwal,49,M,A1,Private Employee,"30/03
Padmanabhan Ganj, Chamarajanagar, Karnataka",,,False
342,3162,Dhruv Chauhan,36,M,A1,Auto Driver,"94/21
Misra Nagar, Koppal, Karnataka",,,False
343,3162,Hitesh Zacharia,46,M,A2,Farmer,"89
Nazareth Circle, Hassan, Karnataka",CP00050,,True
344,2485,Ekalinga Oommen,23,M,A1,Vendor,"H.No. 32
Bahl Marg, Bengaluru Urban, Karnataka",,,False
345,3113,Isaac Deep,32,M,A1,Mechanic,"09/821, Barad Path, Kolar, Karnataka",,,False
346,3113,Joshua Warrior,27,M,A2,Farmer,"01/00, Saha Zila, Kolar, Karnataka",,,False
347,3113,Ranveer Dasgupta,40,M,A3,Security Guard,"23
Mitra Nagar, Kolar, Karnataka",,,False
348,856,Chandresh Venkatesh,70,M,A1,Security Guard,"92/61
Dalal Circle, Haveri, Karnataka",,,False
349,1349,Dakshesh Cherian,37,M,A1,Auto Driver,"934
Jaggi Circle, Raichur, Karnataka",,,False
350,1349,Samarth Merchant,63,M,A2,Daily Wage Labourer,"H.No. 873, Narayanan Chowk, Raichur, Karnataka",,,False
351,2559,Aarav Arya,66,M,A1,Unskilled Worker,"H.No. 972, Vaidya Zila, Belagavi, Karnataka",,,False
352,2559,Chandresh Kunda,28,M,A2,Construction Worker,"44, Bedi Chowk, Belagavi, Karnataka",,,False
353,2559,Gagan Baral,26,M,A3,Daily Wage Labourer,"H.No. 56
Chandran Zila, Belagavi, Karnataka",,,False
354,3933,Aayush Devi,64,M,A1,Auto Driver,"H.No. 57, Loyal, Hassan, Karnataka",,,False
355,3933,Quincy Oommen,53,M,A2,Vendor,"H.No. 667, Rajan Road, Hassan, Karnataka",,,False
356,3933,Shivansh Ganesan,35,M,A3,Unskilled Worker,"021, Subramanian Marg, Hassan, Karnataka",,,False
357,3933,Hemangini Raghavan,18,F,A4,Security Guard,"02/77
Sabharwal Zila, Hassan, Karnataka",,,False
358,4586,Arin Bhatnagar,24,M,A1,Farmer,"50/899
Nigam Ganj, Kalaburagi, Karnataka",,,False
359,21,Tarak Kothari,54,M,A1,Self-Employed,"H.No. 62
Bhagat Circle, Tumakuru, Karnataka",,,False
360,21,Farhan Tiwari,35,M,A2,Vendor,"21
Nagi Chowk, Tumakuru, Karnataka",,,False
361,21,Noah Mall,56,M,A3,Vendor,"38/66, Brar Ganj, Tumakuru, Karnataka",,,False
362,4343,Tristan Sem,35,M,A1,Contractor,"75, Tank Zila, Uttara Kannada, Karnataka",,,False
363,1777,Charan Raval,62,M,A1,Farmer,"H.No. 880
Modi Zila, Davanagere, Karnataka",,,False
364,4615,Vedant Om,67,M,A1,Government Employee,"H.No. 375
Solanki Circle, Bengaluru Urban, Karnataka",,,False
365,3000,Upkaar Comar,31,M,A1,Security Guard,"30/554, Vig Circle, Udupi, Karnataka",,,False
366,2345,Chatresh Bath,28,M,A1,Auto Driver,"26, Kumar Zila, Chikkamagaluru, Karnataka",,,False
367,2345,Girindra Dara,50,M,A2,Vendor,"735
Sachdeva Zila, Chikkamagaluru, Karnataka",,,False
368,2142,Daksh Patyl,61,M,A1,Unskilled Worker,"91/779, Desai Circle, Vijayanagara, Karnataka",CP00044,,True
369,2142,Aarnav Wali,41,M,A2,Construction Worker,"69/78, Ghose Street, Vijayanagara, Karnataka",,,False
370,2142,Charles Ram,70,M,A3,Unskilled Worker,"66/93
Rao Road, Vijayanagara, Karnataka",,,False
371,3006,Udarsh Mall,32,M,A1,Unskilled Worker,"H.No. 72
Sachar Street, Bengaluru Urban, Karnataka",CP00007,,True
372,3006,Naksh Kalla,48,M,A2,Contractor,"945, Gokhale Street, Kalaburagi, Karnataka",,,False
373,4221,Dalbir Pandey,19,M,A1,Vendor,"96/84
Arya Marg, Dharwad, Karnataka",,,False
374,4221,Advik Raj,54,M,A2,Construction Worker,"H.No. 034, Mangat Street, Dharwad, Karnataka",,,False
375,789,Elijah Bhatia,19,M,A1,Unemployed,"805
Chaudry Chowk, Bagalkot, Karnataka",,,False
376,789,Robert Khanna,26,M,A2,Shopkeeper,"06/665
Bhagat Circle, Bagalkot, Karnataka",,,False
377,1419,Jeremiah Jain,37,M,A1,Mechanic,"598
Hegde, Chikballapur, Karnataka",,,False
378,3383,Manan Sen,47,M,A1,Delivery Agent,"12/281, Baria Marg, Ballari, Karnataka",,,False
379,526,Arya Lalla,41,T,A1,Delivery Agent,"940, Shukla Path, Dakshina Kannada, Karnataka",,,False
380,526,Ojas Sabharwal,51,M,A2,Farmer,"H.No. 259, Mitra Nagar, Dakshina Kannada, Karnataka",CP00114,,True
381,3836,Praneel Bora,35,M,A1,Mechanic,"32/81
Dutta Circle, Haveri, Karnataka",,,False
382,4670,Saksham Chanda,69,M,A1,Vendor,"355
Memon Path, Kalaburagi, Karnataka",,,False
383,4670,Wazir Andra,61,M,A2,Private Employee,"57/399, Baral Ganj, Kalaburagi, Karnataka",,,False
384,4670,Rayaan Comar,59,M,A3,Self-Employed,"H.No. 84
Varughese Nagar, Kalaburagi, Karnataka",,,False
385,4670,Yoshita Trivedi,34,T,A4,Security Guard,"04
Nagi Ganj, Kalaburagi, Karnataka",,,False
386,573,Chanakya Ganesh,39,M,A1,Student,"13/361, Yogi Ganj, Chitradurga, Karnataka",,,False
387,573,Balendra Dube,58,M,A2,Self-Employed,"50, Borah Zila, Chitradurga, Karnataka",,,False
388,178,Gaurav Krishnamurthy,53,M,A1,Shopkeeper,"34/66, Ravel Chowk, Kalaburagi, Karnataka",,,False
389,178,Nakul Badal,48,M,A2,Private Employee,"18/091
Bath, Kalaburagi, Karnataka",,,False
390,2641,Rachita Thakkar,39,F,A1,Auto Driver,"H.No. 49, Manda Zila, Bidar, Karnataka",,,False
391,2641,Rayaan Rana,32,M,A2,Delivery Agent,"28, Deshpande Ganj, Bidar, Karnataka",,,False
392,4575,Manbir Dhawan,21,M,A1,Auto Driver,"50/882
Barman Zila, Udupi, Karnataka",,,False
393,4575,Ronith Yogi,30,M,A2,Farmer,"H.No. 35, Sachar Ganj, Udupi, Karnataka",,,False
394,4575,Faris Gour,42,M,A3,Delivery Agent,"43/12, Bhagat, Udupi, Karnataka",,,False
395,3687,Hitesh Zacharia,46,M,A1,Unskilled Worker,"81/414
Hora Zila, Hassan, Karnataka",CP00050,,True
396,3687,Noah Parikh,63,M,A2,Shopkeeper,"31/491, Nadkarni Ganj, Belagavi, Karnataka",,,False
397,3687,Umang Narasimhan,49,M,A3,Government Employee,"92/995
Sangha Path, Belagavi, Karnataka",,,False
398,2356,Aarnav Munshi,35,M,A1,Construction Worker,"645, Narula Street, Ramanagara, Karnataka",,,False
399,4573,Vihaan Sehgal,66,M,A1,Auto Driver,"H.No. 78
Gill Zila, Gadag, Karnataka",,,False
400,1242,Logan Dey,18,M,A1,Daily Wage Labourer,"H.No. 11, Tripathi Nagar, Dakshina Kannada, Karnataka",,,False
401,910,Samaksh Kala,51,M,A1,Construction Worker,"48/87, Pau Street, Vijayanagara, Karnataka",,,False
402,910,Isaac Mannan,18,M,A2,Student,"88, Ranganathan Zila, Vijayanagara, Karnataka",,,False
403,1631,Zayan Anne,70,M,A1,Daily Wage Labourer,"28/27, Gola Street, Mysuru, Karnataka",,,False
404,1631,Kiaan Dutta,43,M,A2,Delivery Agent,"75/037, Bhatnagar Ganj, Kolar, Karnataka",CP00115,,True
405,1631,Qasim Kaur,51,M,A3,Government Employee,"38/567, Batra Chowk, Mysuru, Karnataka",,,False
406,1454,Baljiwan Dixit,19,M,A1,Vendor,"51/844, Ghosh, Dakshina Kannada, Karnataka",CP00106,,True
407,1454,Ranbir Pau,32,M,A2,Private Employee,"46/38, Pandit Marg, Dakshina Kannada, Karnataka",,,False
408,3576,Yagnesh Subramaniam,63,M,A1,Daily Wage Labourer,"27/23, Varkey Zila, Mysuru, Karnataka",,,False
409,1040,Hitesh Doctor,21,M,A1,Farmer,"591, Sachdeva Ganj, Udupi, Karnataka",,,False
410,1040,Dakshesh Subramaniam,19,M,A2,Daily Wage Labourer,"39
Roy Street, Udupi, Karnataka",,,False
411,1651,Jairaj Bassi,48,M,A1,Private Employee,"92/28, Din Nagar, Ballari, Karnataka",,,False
412,3337,Aayush Mistry,44,M,A1,Mechanic,"428, Bahl Marg, Belagavi, Karnataka",CP00096,GNG0009,True
413,3337,Brijesh Kalita,62,M,A2,Private Employee,"77/23
Dhar Marg, Gadag, Karnataka",,,False
414,4943,Kevin Ganesh,49,M,A1,Construction Worker,"99
Karpe Zila, Dakshina Kannada, Karnataka",,,False
415,4943,Reyansh Deo,67,M,A2,Mechanic,"H.No. 388, Doctor Marg, Dakshina Kannada, Karnataka",,,False
416,4943,Gaurang Soni,30,M,A3,Contractor,"81/17, Zacharia Street, Dakshina Kannada, Karnataka",,,False
417,1609,Kiaan Dutta,43,M,A1,Self-Employed,"68/650, Sanghvi Circle, Kolar, Karnataka",CP00115,,True
418,4654,Warda Raj,54,F,A1,Self-Employed,"91/62
Sood Road, Bengaluru Rural, Karnataka",,,False
419,2758,Vivaan Bhagat,44,M,A1,Delivery Agent,"H.No. 498, Kurian Marg, Belagavi, Karnataka",CP00064,GNG0009,True
420,2758,Aarnav Amble,21,M,A2,Farmer,"06/35, Pathak Marg, Dakshina Kannada, Karnataka",,,False
421,2564,Faras Sandhu,25,M,A1,Farmer,"H.No. 86
Pau, Chitradurga, Karnataka",,,False
422,2564,Rushil Jani,20,M,A2,Unemployed,"87/25
Sule Circle, Chitradurga, Karnataka",,,False
423,2564,Mitesh Padmanabhan,60,M,A3,Shopkeeper,"21/372
Kala Zila, Chitradurga, Karnataka",,,False
424,4875,Omkaar Ben,39,M,A1,Shopkeeper,"01, Sinha Street, Chitradurga, Karnataka",,,False
425,4875,Chaitanya Bhatt,43,M,A2,Unskilled Worker,"519
Rajagopalan Nagar, Chitradurga, Karnataka",,,False
426,4875,Luke Bhandari,42,M,A3,Self-Employed,"77/038, Hayer Road, Chitradurga, Karnataka",,,False
427,1903,Jack Gara,28,M,A1,Farmer,"H.No. 30, Chadha Street, Vijayanagara, Karnataka",,,False
428,1903,Timothy Thaman,61,M,A2,Self-Employed,"56
Iyer Marg, Uttara Kannada, Karnataka",CP00152,GNG0001,True
429,1050,Bakhshi Chana,19,M,A1,Private Employee,"89/554
Hayer Ganj, Bidar, Karnataka",,,False
430,1050,Saksham Agrawal,49,M,A2,Farmer,"681
Bora Circle, Bidar, Karnataka",,,False
431,4790,Brijesh Mander,21,M,A1,Student,"H.No. 18
Yogi Road, Kalaburagi, Karnataka",CP00140,,True
432,4386,Timothy Purohit,24,M,A1,Security Guard,"577
Bala, Chitradurga, Karnataka",,,False
433,4386,Dalbir Kuruvilla,33,M,A2,Self-Employed,"33, Sachar Path, Chitradurga, Karnataka",,,False
434,34,Aayush Lall,57,M,A1,Daily Wage Labourer,"H.No. 16, Borra Path, Chitradurga, Karnataka",,,False
435,34,Wazir Murthy,28,M,A2,Self-Employed,"942
Tara Ganj, Chitradurga, Karnataka",,,False
436,1410,Eesha Barman,48,F,A1,Student,"343, Jain Ganj, Kalaburagi, Karnataka",CP00108,,True
437,1410,Pranav Dugal,42,M,A2,Vendor,"H.No. 179, Basak Nagar, Kalaburagi, Karnataka",,,False
438,1410,Quincy Murty,23,M,A3,Unskilled Worker,"47/28
Rao Road, Kalaburagi, Karnataka",,,False
439,3026,Rayaan Barad,56,M,A1,Farmer,"20/86, Zachariah Chowk, Udupi, Karnataka",CP00116,,True
440,3695,Nakul Bora,15,M,A1,Student,"56/27, Vasa Zila, Belagavi, Karnataka",CP00090,,True
441,3695,Nakul Anand,23,M,A2,Delivery Agent,"36/915, Lad Path, Belagavi, Karnataka",,,False
442,2459,Karan Khalsa,39,M,A1,Contractor,"95
Gour Path, Shivamogga, Karnataka",,,False
443,886,Simon Kade,56,M,A1,Self-Employed,"55/647
Deep Street, Bengaluru Urban, Karnataka",,,False
444,886,Chandresh Madan,41,M,A2,Unskilled Worker,"66/32, Solanki Street, Bengaluru Urban, Karnataka",,,False
445,1577,Gaurang Sama,69,M,A1,Delivery Agent,"885
Mital Chowk, Hassan, Karnataka",,,False
446,3932,Zehaan Cherian,14,M,A1,Student,"90/61
Bhasin Street, Bidar, Karnataka",CP00040,,True
447,4620,Joshua Soni,25,M,A1,Vendor,"54, Parsa Path, Hassan, Karnataka",,,False
448,4620,Orinder Bahri,70,M,A2,Construction Worker,"H.No. 593
Yohannan, Hassan, Karnataka",,,False
449,99,Meghana Pant,61,F,A1,Farmer,"87/716
Mangat, Tumakuru, Karnataka",,,False
450,3505,Eta Ganesh,26,F,A1,Self-Employed,"99
Bora Marg, Davanagere, Karnataka",,,False
451,4584,Faris Oza,50,M,A1,Shopkeeper,"H.No. 54, Rana Road, Haveri, Karnataka",,,False
452,1895,Tristan Patil,60,M,A1,Government Employee,"22
Dass Nagar, Chitradurga, Karnataka",,,False
453,202,Ladli Buch,66,F,A1,Student,"611, Solanki Zila, Bengaluru Urban, Karnataka",,,False
454,3327,Agastya Ranganathan,50,M,A1,Delivery Agent,"H.No. 492, Ramakrishnan Zila, Ballari, Karnataka",,,False
455,3327,Ishwar Kota,53,M,A2,Government Employee,"22
Garde Circle, Ballari, Karnataka",,,False
456,3327,Aayush Mistry,44,M,A3,Construction Worker,"H.No. 557, Zachariah Chowk, Belagavi, Karnataka",CP00096,GNG0009,True
457,3327,Tristan Deshmukh,57,M,A4,Delivery Agent,"97/96, Walla Circle, Ballari, Karnataka",,,False
458,935,Banjeet Devi,46,M,A1,Government Employee,"H.No. 78
Chakraborty Ganj, Ballari, Karnataka",CP00159,,True
459,935,Mitesh Pau,66,M,A2,Contractor,"H.No. 24
Acharya Nagar, Ballari, Karnataka",,,False
460,935,Orinder Mangat,55,M,A3,Security Guard,"07/74
Sani Nagar, Ballari, Karnataka",,,False
461,240,Jack Amble,24,M,A1,Unemployed,"686
Krish Marg, Chikkamagaluru, Karnataka",,,False
462,240,Robert Radhakrishnan,21,M,A2,Daily Wage Labourer,"H.No. 16, Varughese Ganj, Chikkamagaluru, Karnataka",,,False
463,240,Lucky Wali,66,M,A3,Shopkeeper,"31
Deshpande Street, Chikkamagaluru, Karnataka",,,False
464,1486,Ranveer Chatterjee,14,M,A1,Student,"H.No. 797
Swamy Road, Hassan, Karnataka",CP00011,,True
465,1486,Naveen Bahl,20,M,A2,Contractor,"H.No. 802, Manda Zila, Uttara Kannada, Karnataka",,,False
466,4324,Dev Sarma,32,M,A1,Vendor,"120, Kalla Chowk, Raichur, Karnataka",,,False
467,2634,Shivansh Muni,42,M,A1,Vendor,"H.No. 70
Buch Path, Belagavi, Karnataka",,,False
468,2634,Ayaan Lata,68,M,A2,Government Employee,"H.No. 872
Krishna Ganj, Belagavi, Karnataka",,,False
469,3432,Abeer Dara,67,M,A1,Unskilled Worker,"73, Issac Nagar, Kalaburagi, Karnataka",,,False
